time_step,bearing_temp,engine_speed,engine_load,lub_oil_inlet_temp,lub_oil_pressure,axial_vibration,engine_st_aft_brg_temp1,engine_intermed_shaft_brg_temp,cooling_water_temp,engine_air_temp,status,draft_fore,draft_aft,vs,relative_wind_speed,energy_efficiency_index,rudder_angle,depth
0.450253,0.639318,0.934207,0.674632,0.453187,0.974322,0.876300,0.465228,0.427238,0.103888,0.422164,1.000000,0.858478,0.959373,0.896287,0.303589,0.880868,0.471917,
0.450265,0.639491,0.935492,0.672743,0.445714,0.949715,0.874689,0.464305,0.426435,0.103614,0.422821,0.999482,0.864858,0.972503,0.896751,0.319790,0.881389,0.469670,
0.450277,0.638025,0.933796,0.676849,0.434584,0.955785,0.871516,0.464949,0.426112,0.104811,0.422795,0.998858,0.849935,0.970530,0.891940,0.303973,0.880867,0.473009,
0.450288,0.636745,0.935373,0.677318,0.427533,0.984928,0.872431,0.463572,0.428501,0.099051,0.421236,1.000000,0.864875,0.972430,0.886252,0.329879,0.880672,0.473616,
0.450300,0.638630,0.933515,0.672990,0.426012,0.985003,0.869886,0.463748,0.427982,0.096072,0.422109,1.000000,0.864245,0.959607,0.886022,0.315670,0.881252,0.474911,
0.450312,0.638357,0.934553,0.672640,0.421515,0.984561,0.868177,0.465340,0.432182,0.098713,0.421865,1.000000,0.863488,0.948334,0.890271,0.312929,0.881812,0.479625,
0.450324,0.637654,0.936087,0.674386,0.427287,0.984135,0.868544,0.463352,0.433156,0.100882,0.422034,1.000000,0.853756,0.981833,0.890397,0.315552,0.881243,0.481433,
0.450335,0.638788,0.935860,0.673055,0.425254,0.982671,0.869463,0.466733,0.428550,0.094220,0.423254,1.000000,0.858362,0.971381,0.891868,0.307891,0.880841,0.476420,
0.450347,0.640940,0.934703,0.674907,0.426651,0.985976,0.874551,0.464196,0.426230,0.098355,0.422590,1.000000,0.860095,0.953864,0.896342,0.346217,0.880635,0.475235,
0.450359,0.638079,0.933408,0.668930,0.434235,0.982946,0.870423,0.465403,0.428135,0.098615,0.422690,0.998817,0.862660,0.958723,0.899583,0.316327,0.879766,0.473085,
0.450371,0.638059,0.933175,0.671318,0.443161,0.984954,0.870733,0.465844,0.427132,0.098845,0.421949,1.000000,0.861193,0.965778,0.898454,0.331236,0.880319,0.475406,
0.450383,0.637654,0.935285,0.672498,0.442198,0.967032,0.869344,0.465768,0.427718,0.100087,0.421406,0.999518,0.853832,0.974652,0.898668,0.311367,0.880341,0.461657,
0.450394,0.637356,0.933304,0.663558,0.444290,0.983667,0.870790,0.462973,0.418783,0.098281,0.423081,1.000000,0.860105,0.975381,0.897766,0.311953,0.881276,0.478076,
0.450406,0.637802,0.935435,0.665470,0.458011,0.983966,0.869203,0.464535,0.419008,0.099054,0.423449,0.999775,0.860841,0.954374,0.898623,0.318307,0.880523,0.476414,
0.450418,0.638215,0.935652,0.671098,0.458580,0.984360,0.872902,0.465481,0.419867,0.098614,0.420922,1.000000,0.849846,0.956312,0.900320,0.324190,0.879846,0.480933,
0.450430,0.639141,0.934727,0.675050,0.458648,0.983671,0.874420,0.464949,0.423582,0.097241,0.421028,1.000000,0.856880,0.964182,0.897258,0.327988,0.882794,0.478485,
0.450441,0.641496,0.935184,0.673479,0.450051,0.982366,0.872269,0.466113,0.424792,0.097141,0.422329,0.998285,0.866836,0.955166,0.899429,0.289618,0.881835,0.476243,
0.450453,0.636745,0.935355,0.675960,0.437095,0.984643,0.869191,0.465203,0.427481,0.098497,0.424564,1.000000,0.852350,0.940543,0.901436,0.309112,0.880661,0.469278,
0.450465,0.636708,0.934253,0.678841,0.424975,0.984891,0.876887,0.464745,0.428671,0.099580,0.422632,1.000000,0.865151,0.981174,0.896378,0.309145,0.878891,0.476020,
0.450477,0.637398,0.933847,0.677702,0.425250,0.985055,0.875567,0.466407,0.429098,0.098460,0.424837,1.000000,0.856356,0.965072,0.890445,0.310162,0.881228,0.465532,
0.450489,0.638250,0.934237,0.675835,0.426591,0.986409,0.872919,0.464427,0.426197,0.097089,0.423441,1.000000,0.858751,0.961354,0.888301,0.310229,0.880496,0.464198,
0.450500,0.638748,0.933544,0.677915,0.424509,0.984295,0.871954,0.467780,0.427940,0.098980,0.424795,1.000000,0.858754,0.966862,0.886408,0.332734,0.880121,0.478306,
0.450512,0.638716,0.936020,0.673159,0.425531,0.985292,0.869666,0.465136,0.429064,0.097720,0.427733,1.000000,0.870452,0.964328,0.893368,0.303046,0.880680,0.475379,
0.450524,0.638171,0.934961,0.673565,0.426135,0.982664,0.873700,0.468649,0.428060,0.099298,0.426622,1.000000,0.865465,0.956433,0.889563,0.337942,0.879843,0.475971,
0.450536,0.640950,0.934761,0.675669,0.425068,0.985236,0.870296,0.467422,0.427054,0.098598,0.426021,1.000000,0.866644,0.963407,0.886904,0.301615,0.877652,0.476079,
0.450547,0.638304,0.935183,0.674888,0.425865,0.967422,0.872240,0.465345,0.426894,0.102181,0.426597,1.000000,0.859662,0.967837,0.891881,0.301771,0.880403,0.474076,
0.450559,0.637346,0.935560,0.672438,0.429940,0.986563,0.870645,0.470317,0.426307,0.104739,0.426119,0.999442,0.861080,0.973755,0.893905,0.343039,0.880357,0.472600,
0.450571,0.639742,0.934311,0.667795,0.443134,0.983377,0.871428,0.466108,0.427654,0.104526,0.426076,0.999413,0.863860,0.945181,0.891482,0.317679,0.878992,0.477384,
0.450583,0.639090,0.936626,0.675067,0.442449,0.982480,0.869947,0.464353,0.423369,0.097849,0.426086,0.999645,0.860302,0.956298,0.890870,0.351105,0.879414,0.478200,
0.450594,0.637899,0.935145,0.673502,0.449608,0.984840,0.871581,0.464930,0.419232,0.100369,0.427328,1.000000,0.855956,0.972833,0.884190,0.311108,0.879999,0.478104,
0.450606,0.638121,0.933383,0.681887,0.458673,0.983480,0.873524,0.465550,0.423622,0.100592,0.426478,1.000000,0.870815,0.961154,0.883609,0.346063,0.878752,0.482541,
0.450618,0.637296,0.934113,0.677757,0.457591,0.983837,0.873811,0.464990,0.417772,0.098571,0.427317,0.999026,0.871706,0.954184,0.882659,0.315741,0.880327,0.488569,
0.450630,0.638451,0.935461,0.682906,0.448182,0.984335,0.875261,0.464610,0.425844,0.100208,0.425126,1.000000,0.867364,0.963268,0.884316,0.324818,0.880967,0.483939,
0.450642,0.640459,0.934734,0.682297,0.441487,0.985334,0.875024,0.469189,0.427350,0.104088,0.428302,0.999484,0.857877,0.969715,0.878443,0.298177,0.877335,0.488305,
0.450653,0.638790,0.932727,0.682606,0.442655,0.966449,0.879458,0.465314,0.427276,0.101824,0.427320,0.999152,0.848985,0.964644,0.882977,0.324993,0.878978,0.486996,
0.450665,0.639516,0.933378,0.683510,0.426286,0.984490,0.873887,0.466092,0.426625,0.104121,0.426603,1.000000,0.868470,0.952813,0.877520,0.306940,0.879277,0.483717,
0.450677,0.641547,0.933308,0.685638,0.425096,0.983546,0.876113,0.465352,0.427018,0.103591,0.427537,0.999423,0.860093,0.960534,0.881888,0.323721,0.878117,0.486880,
0.450689,0.645454,0.935503,0.683568,0.425655,0.984678,0.877009,0.464021,0.428570,0.104807,0.431419,1.000000,0.868793,0.975660,0.880525,0.311337,0.878499,0.478847,
0.450700,0.646035,0.934579,0.680397,0.426262,0.984954,0.875999,0.465315,0.427481,0.104460,0.428209,0.999386,0.860403,0.961693,0.887643,0.294722,0.878508,0.477969,
0.450712,0.646206,0.935316,0.681644,0.424147,0.982957,0.874910,0.468507,0.426354,0.102844,0.426928,0.999438,0.864189,0.959565,0.887543,0.342010,0.877559,0.477870,
0.450724,0.645590,0.936353,0.679036,0.427919,0.984178,0.872870,0.465543,0.427022,0.103309,0.427410,0.999919,0.864399,0.965419,0.887397,0.335577,0.878039,0.479889,
0.450736,0.644273,0.934717,0.674719,0.425423,0.984498,0.874350,0.469402,0.427151,0.103532,0.427485,0.999015,0.862092,0.957809,0.889281,0.316514,0.877751,0.481444,
0.450747,0.644859,0.935333,0.684082,0.437871,0.984997,0.873167,0.466233,0.427144,0.106684,0.428041,1.000000,0.856747,0.970482,0.889887,0.314870,0.876984,0.473774,
0.450759,0.646684,0.936499,0.681816,0.441914,0.986025,0.875238,0.468281,0.428698,0.112035,0.425396,0.999611,0.861794,0.961299,0.897535,0.347506,0.877025,0.471042,
0.450771,0.646346,0.933598,0.681545,0.448497,0.984385,0.877121,0.468256,0.423088,0.109733,0.426342,0.999685,0.866006,0.965970,0.893576,0.314239,0.876672,0.473305,
0.450783,0.645625,0.935322,0.672742,0.458988,0.984168,0.871162,0.468019,0.418595,0.110801,0.427645,0.999808,0.850918,0.968637,0.893716,0.317487,0.878953,0.483172,
0.450795,0.643609,0.934386,0.677722,0.456417,0.984823,0.871643,0.467657,0.423720,0.118074,0.425684,0.998493,0.859310,0.958829,0.890254,0.311973,0.877419,0.478282,
0.450806,0.644143,0.934379,0.678637,0.457624,0.982007,0.874398,0.466635,0.425844,0.118798,0.424038,0.499479,0.853369,0.959226,0.891909,0.312140,0.873867,0.483274,
0.450818,0.645600,0.935882,0.676634,0.442116,0.983903,0.875620,0.469633,0.429028,0.119171,0.426568,1.000000,0.863685,0.969626,0.886663,0.338448,0.877028,0.481188,
0.450830,0.645355,0.935415,0.680028,0.440051,0.984268,0.873607,0.470391,0.428657,0.123475,0.427627,1.000000,0.866234,0.964962,0.887232,0.325791,0.877135,0.482552,
0.450842,0.645567,0.935198,0.682796,0.425937,0.983486,0.875167,0.464917,0.426945,0.125982,0.430932,0.997260,0.867063,0.972807,0.890157,0.352280,0.879054,0.483439,
0.450853,0.645123,0.936639,0.682600,0.425036,0.985112,0.872733,0.464551,0.427003,0.123261,0.429096,0.999660,0.865930,0.970872,0.887992,0.317263,0.876594,0.479474,
0.450865,0.646117,0.936350,0.679022,0.426364,0.986152,0.873672,0.470855,0.426924,0.123565,0.429625,1.000000,0.860703,0.963107,0.889897,0.337750,0.875809,0.479824,
0.450877,0.645582,0.934878,0.664352,0.419863,0.985091,0.870646,0.467352,0.429054,0.122954,0.429102,1.000000,0.866590,0.957751,0.889213,0.313659,0.876796,0.476470,
0.450889,0.644438,0.934877,0.674854,0.426493,0.984648,0.871299,0.467817,0.427593,0.123198,0.425944,1.000000,0.861856,0.978756,0.890422,0.301337,0.878357,0.483956,
0.450901,0.645975,0.933647,0.676493,0.415100,0.984450,0.872053,0.466885,0.427651,0.122313,0.426692,1.000000,0.855126,0.979374,0.887978,0.326240,0.874364,0.482072,
0.450912,0.645362,0.935664,0.681895,0.425398,0.983901,0.876074,0.464323,0.428397,0.123329,0.427200,1.000000,0.862669,0.977463,0.884668,0.336245,0.876609,0.486337,
0.450924,0.643493,0.933727,0.682779,0.436051,0.984179,0.874109,0.467563,0.429304,0.124655,0.427405,1.000000,0.868346,0.952786,0.882615,0.305383,0.876832,0.487121,
0.450936,0.641774,0.935675,0.679281,0.441914,0.985637,0.877287,0.466297,0.425370,0.123499,0.427048,1.000000,0.864968,0.981885,0.885115,0.346629,0.875281,0.489311,
0.450948,0.646171,0.935082,0.682241,0.447844,0.984200,0.873086,0.467862,0.420686,0.122775,0.427004,1.000000,0.856511,0.951751,0.884080,0.341239,0.874745,0.485919,
0.450959,0.643419,0.935838,0.685049,0.459539,0.984502,0.880005,0.468627,0.418117,0.124459,0.428106,0.996656,0.866492,0.980871,0.880241,0.319275,0.875811,0.483751,
0.450971,0.643872,0.935047,0.682446,0.457851,0.983628,0.873966,0.463638,0.422213,0.122202,0.430120,0.999894,0.867148,0.967520,0.879391,0.329937,0.876080,0.492183,
0.450983,0.645119,0.936059,0.680652,0.457398,0.983275,0.876745,0.469920,0.425949,0.123545,0.430021,0.999555,0.859999,0.945064,0.878446,0.318085,0.873603,0.488007,
0.450995,0.645068,0.934355,0.681459,0.446297,0.985024,0.879620,0.466945,0.425604,0.125656,0.430254,1.000000,0.853333,0.953216,0.879545,0.321308,0.875064,0.486219,
0.451006,0.645367,0.934155,0.681091,0.442019,0.983884,0.876013,0.464558,0.426839,0.123230,0.432189,1.000000,0.856056,0.975449,0.877473,0.336055,0.873307,0.485513,
0.451018,0.646342,0.936592,0.679876,0.431406,0.983586,0.873511,0.465135,0.428134,0.124440,0.426927,0.998605,0.867386,0.961356,0.882096,0.340896,0.874714,0.488956,
0.451030,0.644879,0.938224,0.685355,0.426047,0.985010,0.877084,0.465665,0.427734,0.123422,0.426398,1.000000,0.867424,0.963334,0.886448,0.327304,0.872308,0.491283,
0.451042,0.646998,0.935518,0.685572,0.421737,0.984372,0.877597,0.466775,0.427368,0.124736,0.426466,0.999788,0.866305,0.962584,0.887758,0.345968,0.873009,0.494240,
0.451054,0.644300,0.936101,0.683289,0.412342,0.984193,0.880406,0.468937,0.426315,0.125944,0.427481,1.000000,0.862311,0.961199,0.890752,0.335455,0.874481,0.472751,
0.451065,0.645415,0.933866,0.683965,0.410739,0.983848,0.875824,0.472109,0.429078,0.124280,0.428816,1.000000,0.859907,0.961236,0.893132,0.340917,0.873914,0.478049,
0.451077,0.644519,0.936103,0.681678,0.409224,0.985092,0.877189,0.468748,0.424921,0.123930,0.430355,0.998645,0.860107,0.958206,0.889988,0.324421,0.872086,0.473282,
0.451089,0.645847,0.935810,0.678961,0.425015,0.984681,0.871399,0.470595,0.425901,0.129973,0.432352,1.000000,0.862469,0.951954,0.891525,0.335167,0.874255,0.473201,
0.451101,0.646001,0.936298,0.673811,0.425591,0.984044,0.872794,0.470055,0.427082,0.130376,0.427370,1.000000,0.859855,0.954366,0.890827,0.349908,0.873909,0.481982,
0.451112,0.645265,0.935358,0.676075,0.436845,0.981458,0.872964,0.472453,0.426267,0.127706,0.423094,1.000000,0.865840,0.956236,0.892324,0.325006,0.873691,0.481832,
0.451124,0.644566,0.933435,0.674232,0.449557,0.983044,0.870754,0.469063,0.427552,0.129305,0.423527,0.997746,0.864506,0.963236,0.892257,0.340460,0.872485,0.480574,
0.451136,0.644736,0.935927,0.676778,0.457852,0.983252,0.871548,0.470503,0.422815,0.130206,0.422271,0.999005,0.863264,0.955843,0.897444,0.324755,0.872594,0.479641,
0.451148,0.644975,0.934941,0.681067,0.456897,0.984534,0.874535,0.471804,0.423588,0.128432,0.421352,1.000000,0.867847,0.968879,0.896991,0.327165,0.874028,0.473094,
0.451160,0.644528,0.934785,0.675906,0.454012,0.983284,0.876007,0.470903,0.419277,0.130215,0.422035,0.999163,0.863072,0.961442,0.896938,0.345315,0.871920,0.473317,
0.451171,0.644961,0.937223,0.671709,0.442512,0.985167,0.871159,0.470841,0.426389,0.130319,0.423625,0.999531,0.863627,0.949733,0.894119,0.330542,0.873843,0.476493,
0.451183,0.645096,0.936504,0.669727,0.433180,0.983382,0.872999,0.471022,0.427058,0.128925,0.421536,0.999084,0.863256,0.973941,0.906653,0.354474,0.874379,0.478083,
0.451195,0.644957,0.934638,0.670417,0.423180,0.982099,0.871035,0.471111,0.429639,0.130871,0.427796,0.997442,0.859922,0.946772,0.901291,0.353256,0.873795,0.481487,
0.451207,0.644074,0.934777,0.675035,0.417074,0.969578,0.867520,0.470735,0.427275,0.131390,0.427191,1.000000,0.853215,0.943741,0.898676,0.358913,0.872375,0.473921,
0.451218,0.640455,0.935691,0.675729,0.412053,0.983930,0.872245,0.471145,0.428145,0.132182,0.425702,1.000000,0.860250,0.967132,0.897177,0.343295,0.873699,0.471096,
0.451230,0.639234,0.934617,0.671198,0.410385,0.983101,0.869429,0.470791,0.428579,0.128213,0.429336,0.998944,0.860886,0.960047,0.902656,0.346764,0.872421,0.474368,
0.451242,0.641294,0.933892,0.674452,0.418039,0.984704,0.870155,0.470682,0.425506,0.124669,0.427653,1.000000,0.854116,0.946840,0.904907,0.329048,0.871752,0.477543,
0.451254,0.639476,0.936404,0.666908,0.426592,0.983145,0.867748,0.472101,0.426575,0.120918,0.430082,0.999124,0.852056,0.971773,0.901203,0.339551,0.873059,0.476186,
0.451265,0.638072,0.935165,0.670943,0.427247,0.984275,0.868290,0.470545,0.429231,0.117504,0.429698,0.999806,0.860724,0.958592,0.904690,0.337441,0.871873,0.484078,
0.451277,0.638971,0.935138,0.673657,0.424708,0.986390,0.867855,0.470948,0.428041,0.117307,0.431924,1.000000,0.853117,0.953458,0.906838,0.329235,0.872113,0.479591,
0.451289,0.637678,0.935640,0.671024,0.437022,0.984240,0.870719,0.469305,0.421183,0.116748,0.430846,1.000000,0.857131,0.972919,0.910967,0.324202,0.872050,0.471503,
0.451301,0.639175,0.935138,0.677327,0.442837,0.983221,0.871268,0.468714,0.418211,0.117243,0.428807,1.000000,0.857192,0.950267,0.912268,0.321839,0.873299,0.461801,
0.451313,0.638900,0.934524,0.672354,0.442653,0.985923,0.868764,0.469202,0.419180,0.114269,0.425461,0.998004,0.855252,0.953434,0.914298,0.317623,0.874521,0.453806,
0.451324,0.640935,0.934655,0.657533,0.457667,0.983026,0.863919,0.470174,0.418391,0.113585,0.427733,0.998853,0.859718,0.935040,0.915676,0.335483,0.873032,0.475637,
0.451336,0.638518,0.934297,0.656001,0.458895,0.983907,0.860537,0.470706,0.428922,0.116597,0.428315,0.999550,0.863620,0.976615,0.914480,0.342667,0.874597,0.480006,
0.451348,0.640925,0.934928,0.656511,0.444632,0.982973,0.859884,0.472461,0.420399,0.117005,0.427365,1.000000,0.852410,0.971521,0.921660,0.330707,0.874427,0.484875,
0.451360,0.638915,0.936034,0.658549,0.440391,0.985547,0.858396,0.470384,0.426193,0.116523,0.426147,0.999532,0.850661,0.958457,0.916098,0.328535,0.872720,0.487094,
0.451371,0.638313,0.935314,0.655438,0.433419,0.984964,0.856011,0.470783,0.427225,0.118635,0.425494,0.999920,0.850228,0.947671,0.919477,0.338455,0.874406,0.486713,
0.451383,0.638736,0.934830,0.670777,0.426824,0.987035,0.865645,0.472923,0.427566,0.118072,0.427805,0.999409,0.848675,0.958699,0.917636,0.326610,0.874688,0.474625,
0.451395,0.638983,0.936284,0.673397,0.425699,0.983810,0.866967,0.470816,0.426470,0.116150,0.428062,1.000000,0.853037,0.947596,0.909695,0.318338,0.873683,0.467699,
0.451407,0.639569,0.935472,0.667314,0.418241,0.983248,0.870525,0.471472,0.426742,0.113813,0.426295,0.999951,0.855365,0.966709,0.909139,0.331460,0.875503,0.471142,
0.451418,0.639564,0.934561,0.667684,0.409810,0.983722,0.865374,0.470825,0.427174,0.112373,0.426365,0.999126,0.854524,0.976242,0.903411,0.342893,0.875185,0.473563,
0.451430,0.638666,0.935428,0.662358,0.424379,0.983428,0.864446,0.471392,0.426724,0.111755,0.428879,1.000000,0.860657,0.959545,0.901659,0.339829,0.876499,0.490251,
0.451442,0.638476,0.934664,0.661468,0.424084,0.985543,0.862725,0.471876,0.428432,0.104425,0.427401,1.000000,0.846714,0.967508,0.905370,0.335629,0.875741,0.491305,
0.451454,0.633681,0.935825,0.669494,0.426640,0.985190,0.864462,0.469189,0.428692,0.106267,0.424426,0.999774,0.855273,0.939234,0.902655,0.321731,0.877116,0.488243,
0.451466,0.634122,0.934786,0.675406,0.434930,0.985030,0.870756,0.470788,0.425627,0.112408,0.423876,0.999967,0.855128,0.962804,0.907096,0.317552,0.875793,0.469497,
0.451477,0.633577,0.936873,0.675224,0.440780,0.984090,0.871422,0.467333,0.417046,0.111342,0.425745,1.000000,0.861145,0.966631,0.908835,0.323029,0.876095,0.465533,
0.451489,0.640591,0.936281,0.665239,0.441410,0.984038,0.869443,0.473237,0.417897,0.109689,0.425421,0.999289,0.858904,0.961056,0.907995,0.335800,0.875326,0.473716,
0.451501,0.637533,0.934606,0.661244,0.454590,0.983697,0.866557,0.471204,0.419380,0.110828,0.421530,0.998609,0.856081,0.957306,0.911365,0.342828,0.877325,0.495322,
0.451513,0.638601,0.934717,0.659398,0.466040,0.985880,0.860657,0.471936,0.417883,0.117614,0.423409,1.000000,0.852798,0.952312,0.909990,0.329122,0.875718,0.483766,
0.451524,0.639504,0.936106,0.660902,0.463373,0.984319,0.863153,0.469744,0.418110,0.117156,0.424597,1.000000,0.862695,0.964637,0.909153,0.329775,0.878207,0.492324,
0.451536,0.640264,0.933422,0.663556,0.449768,0.984463,0.864394,0.472998,0.425439,0.116428,0.428612,0.999613,0.851077,0.952078,0.904799,0.337361,0.876276,0.486905,
0.451548,0.638968,0.934511,0.669738,0.430028,0.984032,0.867652,0.471518,0.427332,0.124148,0.426340,1.000000,0.858786,0.961063,0.905731,0.338453,0.876944,0.485901,
0.451560,0.639521,0.935341,0.671556,0.425931,0.984116,0.866715,0.470611,0.427562,0.124438,0.427351,0.999650,0.862955,0.966575,0.900302,0.340776,0.878616,0.482999,
0.451572,0.639854,0.933599,0.668512,0.425966,0.983033,0.866620,0.469797,0.426268,0.123309,0.427327,0.999568,0.849308,0.951086,0.896660,0.345238,0.877884,0.490095,
0.451583,0.638497,0.934673,0.671017,0.416046,0.983426,0.870566,0.468867,0.427097,0.123468,0.426105,0.999676,0.861042,0.953801,0.899417,0.325819,0.878060,0.487671,
0.451595,0.638223,0.936903,0.666028,0.410335,0.985097,0.865331,0.471971,0.432146,0.121739,0.426457,1.000000,0.867941,0.973057,0.897423,0.343068,0.875982,0.485251,
0.451607,0.638009,0.934581,0.666747,0.411349,0.983529,0.866415,0.470097,0.429714,0.123331,0.427860,0.999556,0.853775,0.951411,0.901298,0.341990,0.878767,0.476683,
0.451619,0.637983,0.937271,0.668781,0.411601,0.984741,0.867452,0.473118,0.427413,0.125161,0.426295,0.998994,0.863845,0.976593,0.909219,0.337376,0.878257,0.476028,
0.451630,0.639235,0.933732,0.669876,0.409180,0.984861,0.868587,0.471167,0.428281,0.130959,0.426104,1.000000,0.855093,0.965267,0.902888,0.331751,0.880726,0.477428,
0.451642,0.637973,0.932664,0.676175,0.424822,0.983640,0.871322,0.472809,0.426011,0.131696,0.426409,0.999453,0.861758,0.948217,0.900662,0.334593,0.880372,0.472559,
0.451654,0.638702,0.935762,0.668995,0.434543,0.985340,0.869781,0.472249,0.429348,0.124471,0.426657,0.498480,0.853558,0.944811,0.900340,0.337602,0.875740,0.477160,
0.451666,0.638626,0.935328,0.670226,0.448267,0.984154,0.868068,0.474304,0.421749,0.122887,0.426875,0.998556,0.858634,0.964471,0.898994,0.338979,0.880284,0.483322,
0.451677,0.639177,0.933226,0.670339,0.457063,0.984541,0.868623,0.473601,0.416774,0.124972,0.427184,0.999900,0.856351,0.966808,0.894635,0.334279,0.880680,0.480706,
0.451689,0.637724,0.934650,0.671778,0.458476,0.985488,0.869756,0.474030,0.418636,0.123133,0.425162,1.000000,0.852479,0.988330,0.888092,0.340760,0.877089,0.481960,
0.451701,0.638323,0.935966,0.669629,0.457276,0.968493,0.872499,0.472201,0.427875,0.122899,0.425281,1.000000,0.848659,0.967458,0.888384,0.338964,0.879343,0.481850,
0.451713,0.637890,0.934969,0.672965,0.444542,0.985262,0.871561,0.476143,0.426142,0.124672,0.424736,0.999661,0.861856,0.951937,0.886136,0.330787,0.879397,0.478689,
0.451725,0.637971,0.934305,0.676017,0.435120,0.984647,0.871885,0.476140,0.427945,0.120296,0.427405,0.999395,0.860341,0.957989,0.884681,0.328047,0.879004,0.487686,
0.451736,0.638473,0.937251,0.674063,0.425463,0.983943,0.872199,0.472899,0.426478,0.117802,0.426426,1.000000,0.860002,0.963903,0.906408,0.332225,0.879288,0.487211,
0.451748,0.637339,0.933327,0.675551,0.425067,0.985618,0.872656,0.476123,0.427569,0.122543,0.423210,0.999433,0.855514,0.953701,0.901012,0.322951,0.878627,0.486221,
0.451760,0.637307,0.938187,0.675313,0.409514,0.983601,0.871406,0.475072,0.427849,0.123672,0.421310,1.000000,0.859406,0.945003,0.904580,0.326000,0.879341,0.488378,
0.451772,0.637496,0.935537,0.675580,0.409071,0.984405,0.868848,0.474843,0.426638,0.124184,0.421384,1.000000,0.861721,0.952364,0.903547,0.316442,0.877428,0.487994,
0.451783,0.638847,0.933956,0.676866,0.411198,0.985670,0.871308,0.470357,0.426923,0.122582,0.423331,1.000000,0.862049,0.960816,0.899038,0.328056,0.879460,0.485850,
0.451795,0.637279,0.936302,0.672591,0.413418,0.984539,0.870422,0.477084,0.428502,0.120378,0.423601,1.000000,0.862584,0.962030,0.902959,0.331947,0.878321,0.489253,
0.451807,0.638291,0.936513,0.676698,0.428082,0.984047,0.868718,0.478245,0.427094,0.125678,0.422816,0.999569,0.847922,0.965526,0.906770,0.338899,0.879963,0.475887,
0.451819,0.637858,0.933147,0.681829,0.428110,0.985796,0.871676,0.476043,0.427200,0.123658,0.416166,0.999045,0.853982,0.944657,0.895719,0.334731,0.878431,0.479113,
0.451830,0.638967,0.935771,0.682552,0.442906,0.983987,0.874740,0.472966,0.427944,0.124993,0.420299,0.999737,0.854846,0.962819,0.897814,0.332607,0.880374,0.464389,
0.451842,0.636440,0.932441,0.679634,0.441935,0.983402,0.878556,0.477738,0.423366,0.123159,0.420578,0.999531,0.850636,0.958885,0.911725,0.338138,0.878253,0.452251,
0.451854,0.638950,0.935210,0.680370,0.447985,0.985443,0.872468,0.477069,0.417081,0.126177,0.420673,0.999734,0.863491,0.954933,0.902824,0.338605,0.878752,0.451561,
0.451866,0.640023,0.937786,0.674520,0.458082,0.986411,0.876116,0.475908,0.422062,0.132776,0.420835,1.000000,0.856393,0.966448,0.899754,0.342998,0.877859,0.465838,
0.451878,0.641522,0.935612,0.673036,0.454323,0.985802,0.868508,0.475890,0.418063,0.127507,0.422603,0.999541,0.854985,0.956297,0.891332,0.334948,0.877962,0.469739,
0.451889,0.638965,0.937840,0.673816,0.458300,0.983334,0.867900,0.477092,0.424614,0.122584,0.422906,1.000000,0.867778,0.959274,0.894785,0.337184,0.877891,0.474649,
0.451901,0.642912,0.936821,0.671370,0.443095,0.984704,0.869635,0.476512,0.425929,0.123529,0.421562,0.999905,0.852975,0.948349,0.897867,0.340317,0.876818,0.477229,
0.451913,0.642398,0.935837,0.671387,0.429401,0.984345,0.869006,0.477806,0.428290,0.122162,0.421553,1.000000,0.857674,0.967256,0.897342,0.344197,0.878003,0.478899,
0.451925,0.642795,0.934554,0.677449,0.415888,0.983537,0.871315,0.476127,0.425931,0.122514,0.420762,1.000000,0.858877,0.949604,0.897826,0.356564,0.879172,0.472848,
0.451936,0.641821,0.936082,0.673893,0.410108,0.983699,0.869060,0.476202,0.426112,0.124964,0.421605,0.999731,0.864539,0.965266,0.883474,0.346600,0.877909,0.475427,
0.451948,0.637606,0.936226,0.675082,0.411197,0.985094,0.869861,0.477957,0.429733,0.122107,0.421708,1.000000,0.858982,0.944901,0.893926,0.347598,0.879585,0.474023,
0.451960,0.642744,0.934868,0.672994,0.410573,0.984483,0.870079,0.476430,0.425640,0.124203,0.421835,1.000000,0.851730,0.952787,0.900907,0.360838,0.879392,0.477716,
0.451972,0.640505,0.936432,0.676298,0.410813,0.983063,0.869514,0.475658,0.428670,0.124504,0.422215,1.000000,0.855522,0.957410,0.894371,0.335558,0.878744,0.480057,
0.451984,0.642302,0.933870,0.681175,0.427933,0.967834,0.869841,0.477399,0.428109,0.122752,0.423068,1.000000,0.854734,0.961960,0.898732,0.337338,0.879252,0.469828,
0.451995,0.639678,0.934622,0.678117,0.427032,0.972748,0.874239,0.476240,0.425703,0.123038,0.421492,0.999015,0.858274,0.970352,0.892546,0.361166,0.881411,0.472307,
0.452007,0.639435,0.933985,0.678474,0.424905,0.977059,0.870075,0.475845,0.427223,0.124933,0.423033,1.000000,0.858313,0.965110,0.897035,0.362016,0.878923,0.480830,
0.452019,0.639547,0.932233,0.673455,0.441553,0.968295,0.871956,0.478482,0.418695,0.125013,0.422344,1.000000,0.856108,0.953811,0.897384,0.348918,0.879659,0.477261,
0.452031,0.640297,0.934381,0.676376,0.452494,0.984146,0.872126,0.474324,0.419184,0.126056,0.421920,0.501997,0.849968,0.951963,0.899206,0.359089,0.868285,0.471299,
